placename,statecode,lat,lon
Clinton,IA,41.8444735,-90.1887379
Council Bluffs,IA,41.2619444,-95.8608333
Davenport,IA,41.5236437,-90.5776367
Des Moines,IA,41.6005448,-93.6091064
Dubuque,IA,42.5005583,-90.6645718
Fort Dodge,IA,42.4974694,-94.1680158
Coralville,IA,41.6764044,-91.5804475
Mason City,IA,43.1535728,-93.2010367
Ottumwa,IA,41.0200145,-92.4112963
Sioux City,IA,42.4999942,-96.4003069
Des Moines,IA,41.6005448,-93.6091064
Urbandale,IA,41.6266555,-93.7121656
Waterloo,IA,42.4927641,-92.3429631
West Des Moines,IA,41.5772115,-93.711332
West Des Moines,IA,41.5772115,-93.711332
Boise,ID,43.6135002,-116.2034505
Boise,ID,43.6135002,-116.2034505
Coeur d'Alene,ID,47.6776832,-116.7804664
Idaho Falls,ID,43.4665809,-112.0341374
Nampa,ID,43.5407172,-116.5634624
Twin Falls,ID,42.5629668,-114.4608711
Algonquin,IL,42.1655801,-88.2942493
Alton,IL,38.8906038,-90.1842764
Arlington Heights,IL,39.8197723,-89.6014875
Batavia,IL,41.8500284,-88.3125738
Bedford Park,IL,41.7628101,-87.8000551
Belleville,IL,38.5200504,-89.9839935
Normal,IL,40.5142026,-88.9906312
Bolingbrook,IL,41.6986416,-88.0683955
Bourbonnais,IL,41.1416991,-87.8750429
Broadview,IL,41.8639201,-87.8533931
Chicago,IL,41.850033,-87.6500523
Calumet City,IL,41.6155909,-87.5294871
Champaign,IL,40.1164205,-88.2433829
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Chicago,IL,41.850033,-87.6500523
Cicero,IL,41.8455878,-87.7539448
Crestwood,IL,41.6611444,-87.7525511
Crystal Lake,IL,42.2411344,-88.3161965
Dekalb,IL,41.9294736,-88.7503647
Decatur,IL,39.8403147,-88.9548001
Edwardsville,IL,38.8114364,-89.953157
Elgin,IL,42.0372487,-88.2811895
Evanston,IL,42.0411414,-87.6900587
Fairview Heights,IL,38.5889386,-89.990382
Galesburg,IL,40.9478158,-90.3712395
Glendale Heights,IL,41.9103068,-88.0717353
Glenview,IL,42.0697509,-87.7878408
Niles,IL,42.0189191,-87.8028402
Gurnee,IL,42.3702996,-87.9020186
Highland Park,IL,42.1816919,-87.8003438
Hillside,IL,41.8778084,-87.9028398
Hodgkins,IL,41.7689207,-87.857835
HoffMan Estates,IL,42.0428052,-88.079795
Homewood,IL,41.5572567,-87.6656015
Joliet,IL,41.525031,-88.0817252
Lake Zurich,IL,42.1969689,-88.0934108
Lemont,IL,41.673642,-88.0017261
Lombard,IL,41.8800296,-88.0078435
Machesney Park,IL,42.3472406,-89.0389956
Marion,IL,37.7306054,-88.9331256
Matteson,IL,41.5039235,-87.7131018
Mchenry,IL,42.333355,-88.2667534
Melrose Park,IL,41.9005865,-87.8567277
Mundelein,IL,42.263079,-88.0039653
Naperville,IL,41.7858629,-88.1472893
New Lenox,IL,41.5119761,-87.9656098
Niles,IL,42.0189191,-87.8028402
Norridge,IL,41.9633641,-87.827284
North Aurora,IL,41.8061399,-88.3272952
Oak Lawn,IL,41.7108662,-87.7581081
Orland Park,IL,41.6303103,-87.8539425
Oswego,IL,41.6828074,-88.3514596
Palatine,IL,42.1103041,-88.03424
Peoria,IL,40.6936488,-89.5889864
Peru,IL,41.3275349,-89.1289728
Plainfield,IL,41.6269745,-88.2039539
Rockford,IL,42.2711311,-89.0939952
Romeoville,IL,41.6475306,-88.0895061
Rosemont,IL,41.9953077,-87.8845092
Moline,IL,41.5067003,-90.5151342
Shiloh,IL,38.5614383,-89.8973233
Shorewood,IL,41.5200305,-88.2017293
South Elgin,IL,41.9941938,-88.2922996
Springfield,IL,39.8017171,-89.6437107
St Charles,IL,-9999,-9999
Streamwood,IL,42.0255827,-88.1784085
Tinley Park,IL,41.5733669,-87.7844944
Vernon Hills,IL,42.2194686,-87.9795188
Villa Park,IL,41.8897519,-87.9889543
Warrenville,IL,41.817807,-88.1734021
Waukegan,IL,42.3636331,-87.8447938
West Dundee,IL,42.0980812,-88.2828581
Schaumburg,IL,42.0333608,-88.0834059
Wheaton,IL,41.8661403,-88.1070127
Wheeling,IL,42.1391928,-87.9289591
Willowbrook,IL,41.7697533,-87.9358931
Wood Dale,IL,41.9633625,-87.9789562
Schaumburg,IL,42.0333608,-88.0834059
Woodridge,IL,42.1528038,-87.8092324
Yorkville,IL,41.6411409,-88.4472948
Anderson,IN,40.1053196,-85.6802541
Avon,IN,39.7628227,-86.3997168
Bloomington,IN,39.165325,-86.5263857
Carmel,IN,39.9783711,-86.1180435
Carmel,IN,39.9783711,-86.1180435
Indianapolis,IN,39.7683765,-86.1580423
Columbus,IN,39.2014405,-85.9213796
Indianapolis,IN,39.7683765,-86.1580423
Evansville,IN,37.9747644,-87.5558482
Evansville,IN,37.9747644,-87.5558482
Fishers,IN,39.9555928,-86.0138729
Fort Wayne,IN,41.1306041,-85.1288597
Fort Wayne,IN,41.1306041,-85.1288597
Fort Wayne,IN,41.1306041,-85.1288597
Goshen,IN,38.6714479,-85.7096876
Greenwood,IN,40.8444917,-85.1769148
Highland,IN,38.0397647,-87.5730726
Indianapolis,IN,39.7683765,-86.1580423
Kokomo,IN,40.486427,-86.1336033
Lafayette,IN,40.4167022,-86.8752869
Merrillville,IN,41.4828144,-87.3328139
Granger,IN,41.7533819,-86.1108377
Muncie,IN,40.1933767,-85.3863599
Munster,IN,41.5644798,-87.5125412
New Albany,IN,38.2856247,-85.8241312
Indianapolis,IN,39.7683765,-86.1580423
Plainfield,IN,41.7081013,-86.4766832
South Bend,IN,41.6833813,-86.2500066
Indianapolis,IN,39.7683765,-86.1580423
St John,IN,-9999,-9999
Valparaiso,IN,41.4730948,-87.0611412
Indianapolis,IN,39.7683765,-86.1580423
Clarksville,IN,40.0322601,-85.9124816
Derby,KS,37.5455735,-97.2689331
Garden City,KS,37.9716898,-100.8726618
Hutchinson,KS,38.0608445,-97.9297743
Kansas City,KS,39.1141708,-94.627457
Lawrence,KS,38.9716689,-95.2352501
Manhattan,KS,39.1836082,-96.5716694
Mission,KS,39.0277832,-94.6557914
Olathe,KS,38.8813958,-94.8191285
Olathe,KS,38.8813958,-94.8191285
Overland Park,KS,38.9822282,-94.6707917
Overland Park,KS,38.9822282,-94.6707917
Overland Park,KS,38.9822282,-94.6707917
Salina,KS,38.8402805,-97.6114237
Shawnee,KS,39.0416718,-94.7202376
Topeka,KS,39.0483336,-95.6780371
Wichita,KS,37.6922361,-97.3375448
Wichita,KS,37.6922361,-97.3375448
Wichita,KS,37.6922361,-97.3375448
Wichita,KS,37.6922361,-97.3375448
Louisville,KY,38.2542376,-85.759407
Bowling Green,KY,36.9903199,-86.4436018
Louisville,KY,38.2542376,-85.759407
Elizabethtown,KY,37.693952,-85.8591285
Florence,KY,38.9989499,-84.6266111
Louisville,KY,38.2542376,-85.759407
Lexington,KY,37.9886892,-84.4777153
Lexington,KY,37.9886892,-84.4777153
Louisville,KY,38.2542376,-85.759407
Louisville,KY,38.2542376,-85.759407
Newport,KY,39.091449,-84.4957757
Owensboro,KY,37.7742152,-87.1133304
Louisville,KY,38.2542376,-85.759407
Louisville,KY,38.2542376,-85.759407
Alexandria,LA,31.3112936,-92.4451371
Baton Rouge,LA,30.4507462,-91.154551
Baton Rouge,LA,30.4507462,-91.154551
Bossier City,LA,32.5159852,-93.7321229
Covington,LA,30.4754702,-90.1009108
Hammond,LA,30.5043583,-90.4611995
Harvey,LA,29.9035387,-90.0772944
Houma,LA,29.5957696,-90.7195348
Kenner,LA,29.9940924,-90.2417434
Lafayette,LA,30.2240897,-92.0198427
Lafayette,LA,30.2240897,-92.0198427
Lake Charles,LA,30.2265949,-93.2173759
Metairie,LA,29.9840922,-90.1528519
Monroe,LA,32.8151348,-92.2056923
Shreveport,LA,32.5251516,-93.7501789
Slidell,LA,30.2751945,-89.7811745
Abington,MA,42.1048228,-70.9453218
Dorchester,MA,42.2973205,-71.0744952
Braintree,MA,42.2223218,-70.999492
Danvers,MA,42.5750946,-70.9300507
South Easton,MA,42.0473222,-71.0814358
Everett,MA,42.40843,-71.0536625
Framingham,MA,42.2792625,-71.416172
Hadley,MA,42.3417565,-72.5884222
Hanover,MA,42.1131572,-70.8119859
Haverhill,MA,42.7762015,-71.0772796
Holyoke,MA,42.2042587,-72.6162009
Kingston,MA,42.4153734,-71.2445006
Lanesboro,MA,-9999,-9999
Leominster,MA,42.5250906,-71.759794
Lowell,MA,42.6334247,-71.3161718
Marlborough,MA,42.3459271,-71.5522874
Marlborough,MA,42.3459271,-71.5522874
Methuen,MA,42.7262016,-71.1908924
Milford,MA,42.1398188,-71.516174
Millbury,MA,42.1939835,-71.7600702
North Attleboro,MA,41.9834324,-71.3328328
North Dartmouth,MA,41.6389926,-70.9703171
Plainville,MA,42.3775896,-72.5495324
Revere,MA,42.4084302,-71.0119948
Salem,MA,42.51954,-70.8967155
Saugus,MA,42.4648183,-71.010051
Seekonk,MA,41.808434,-71.3369973
Somerville,MA,42.3875968,-71.0994968
Stoughton,MA,42.1250995,-71.1022712
Swansea,MA,41.7481575,-71.1897684
Taunton,MA,41.900101,-71.0897675
Wareham,MA,41.7626037,-70.7217017
Watertown,MA,42.3709299,-71.1828321
Westborough,MA,42.2695387,-71.6161777
Woburn,MA,42.4792618,-71.1522766
Worcester,MA,42.2625932,-71.8022934
Aberdeen,MD,39.5095556,-76.1641197
Abingdon,MD,39.4623305,-76.2791236
Annapolis,MD,38.9784453,-76.4921829
Baltimore,MD,39.2903848,-76.6121893
Bel Air,MD,39.5359406,-76.3482931
Bowie,MD,38.9427778,-76.7302778
Brandywine,MD,38.6967833,-76.8477485
Columbia,MD,39.2403841,-76.8394184
Gambrills,MD,39.067054,-76.6652449
Easton,MD,38.7742826,-76.0763305
Ellicott City,MD,39.2673284,-76.7983067
District Heights,MD,38.8576128,-76.8894171
Frederick,MD,39.4142688,-77.4105409
Gaithersburg,MD,39.1434406,-77.2013705
Germantown,MD,39.1731621,-77.2716502
Glen Burnie,MD,39.1626084,-76.6246886
Glen Burnie,MD,39.1626084,-76.6246886
Greenbelt,MD,39.0045544,-76.8755282
Hagerstown,MD,39.6417629,-77.7199932
La Plata,MD,38.5292877,-76.9752514
Bowie,MD,38.9427778,-76.7302778
Largo,MD,38.8976121,-76.8302489
Laurel,MD,39.0992752,-76.8483061
California,MD,38.3004029,-76.5074542
Middle River,MD,39.3342744,-76.4394056
Owings Mills,MD,39.4195499,-76.7802529
Pikesville,MD,39.3742729,-76.7224727
Hyattsville,MD,38.9559442,-76.9455301
Rockville,MD,39.0839973,-77.1527578
Salisbury,MD,38.3606736,-75.5993692
Silver Spring,MD,38.9906657,-77.026088
Cockeysville,MD,39.4812172,-76.6438598
Towson,MD,39.4014955,-76.6019125
Waldorf,MD,38.6245628,-76.9391395
Westminster,MD,39.5753791,-76.9958149
Wheaton,MD,39.0398314,-77.0552555
Baltimore,MD,39.2903848,-76.6121893
Augusta,ME,44.3106241,-69.7794897
Bangor,ME,44.8011821,-68.7778138
Biddeford,ME,43.4925843,-70.4533844
South Portland,ME,43.6414716,-70.2408811
Topsham,ME,43.9275797,-69.9758839
Allen Park,MI,42.2575385,-83.2110375
Ann Arbor,MI,42.2708716,-83.7263294
Ypsilanti,MI,42.2411499,-83.6129939
Auburn Hills,MI,42.6875323,-83.2341028
Battle Creek,MI,42.3211522,-85.1797142
Bay City,MI,43.5944677,-83.8888648
Benton Harbor,MI,42.1167065,-86.4541894
Bloomfield Hills,MI,42.583645,-83.2454883
Brighton,MI,42.5294773,-83.7802214
Canton,MI,42.3086486,-83.4821579
Canton,MI,42.3086486,-83.4821579
Chesterfield,MI,42.6628105,-82.8424208
Clinton Township,MI,-9999,-9999
Walled Lake,MI,42.537811,-83.4810481
Dearborn,MI,42.3222599,-83.1763145
Dearborn Heights,MI,42.3369816,-83.2732627
Flint,MI,43.0125274,-83.6874562
Okemos,MI,42.722257,-84.4274744
Harper Woods,MI,42.4330924,-82.9240833
Farmington Hills,MI,42.4853125,-83.3771553
Fenton,MI,42.7978061,-83.7049498
Flint,MI,43.0125274,-83.6874562
Grand Rapids,MI,42.9633599,-85.6680863
Walker,MI,43.0014133,-85.7680915
Caledonia,MI,42.7891985,-85.5166864
Grandville,MI,42.9097484,-85.7630885
Howell,MI,42.6072552,-83.9293952
Holland,MI,42.7875235,-86.1089301
Jackson,MI,42.245869,-84.4013462
Portage,MI,42.2011538,-85.5800022
Kalamazoo,MI,42.2917069,-85.5872286
Shelby Township,MI,-9999,-9999
Lansing,MI,42.732535,-84.5555347
Livonia,MI,42.36837,-83.3527097
Macomb,MI,42.7008653,-82.9590938
Madison Heights,MI,42.4858692,-83.1052028
Marquette,MI,46.5435442,-87.395417
Midland,MI,43.6155825,-84.2472117
Monroe,MI,41.9164343,-83.3977101
Mount Pleasant,MI,43.5978075,-84.7675139
Southfield,MI,42.4733689,-83.2218731
Muskegon,MI,43.2341813,-86.2483921
Novi,MI,42.48059,-83.4754913
Fort Gratiot,MI,-9999,-9999
Rochester Hills,MI,42.6583661,-83.1499322
Saginaw,MI,43.4194699,-83.9508068
Shelby Township,MI,-9999,-9999
Southfield,MI,42.4733689,-83.2218731
Taylor,MI,42.240872,-83.2696509
Sterling Heights,MI,42.5803122,-83.0302033
Sterling Heights,MI,42.5803122,-83.0302033
Traverse City,MI,44.7630567,-85.6206317
Troy,MI,42.6055893,-83.1499304
Warren,MI,42.49982,-83.005486
Lansing,MI,42.732535,-84.5555347
Livonia,MI,42.36837,-83.3527097
Westland,MI,42.324204,-83.400211
Woodhaven,MI,42.1389303,-83.2415951
Wyoming,MI,42.9133602,-85.7053085
Alexandria,MN,45.8852397,-95.3775379
Andover,MN,45.2332985,-93.2913405
Apple Valley,MN,44.7319094,-93.21772
Apple Valley,MN,44.7319094,-93.21772
Austin,MN,43.6666296,-92.9746367
Bemidji,MN,47.4735633,-94.8802767
Blaine,MN,45.1607987,-93.2349489
Bloomington,MN,44.840798,-93.2982799
Baxter,MN,46.3433005,-94.286666
Brooklyn Center,MN,45.076076,-93.3327284
Brooklyn Park,MN,45.0941315,-93.3563405
Buffalo,MN,45.1719084,-93.8746941
Burnsville,MN,44.7677424,-93.2777226
Cambridge,MN,45.5727408,-93.2243921
Champlin,MN,45.1888539,-93.3974538
Chanhassen,MN,44.8621853,-93.5307883
Chaska,MN,44.7894072,-93.6021791
Coon Rapids,MN,45.1199652,-93.2877277
Cottage Grove,MN,44.8277446,-92.9438218
Crystal,MN,45.0327425,-93.3602287
Duluth,MN,46.7832731,-92.1065787
Eagan,MN,44.8041322,-93.1668858
Saint Paul,MN,44.9444101,-93.0932742
Eden Prairie,MN,44.8546856,-93.470786
Edina,MN,44.8896866,-93.3499489
Fergus Falls,MN,46.2830152,-96.0775581
Forest Lake,MN,45.2788561,-92.9852184
Fridley,MN,45.0860765,-93.2632821
Grand Rapids,MN,47.2371658,-93.5302142
Hastings,MN,44.7433008,-92.8524273
Hutchinson,MN,44.8877401,-94.3697057
Inver Grove Heights,MN,44.8480218,-93.0427153
St Louis Park,MN,-9999,-9999
Minneapolis,MN,44.9799654,-93.2638361
Lakeville,MN,44.6496868,-93.24272
Lino Lakes,MN,45.1602442,-93.0888324
Mankato,MN,44.1635775,-93.9993996
Maple Grove,MN,45.0724642,-93.4557877
Medina,MN,45.0352411,-93.5824586
Minneapolis,MN,44.9799654,-93.2638361
Minnetonka,MN,44.9132965,-93.5032877
Monticello,MN,45.3055202,-93.7941378
Moorhead,MN,46.8738524,-96.7675807
Minneapolis,MN,44.9799654,-93.2638361
New Ulm,MN,44.3124626,-94.4605287
North Saint Paul,MN,45.0124657,-92.9918828
Northfield,MN,44.4582983,-93.161604
Coon Rapids,MN,45.1199652,-93.2877277
Oakdale,MN,44.9630216,-92.9649361
Otsego,MN,45.2741314,-93.5913502
Owatonna,MN,44.0838517,-93.226044
Plymouth,MN,45.0105194,-93.4555093
Red Wing,MN,44.5624676,-92.5338013
Richfield,MN,44.8832982,-93.2830021
Minnetonka,MN,44.9132965,-93.5032877
Rochester,MN,44.0216306,-92.4698992
Rochester,MN,44.0216306,-92.4698992
Rogers,MN,45.1888534,-93.5530144
Roseville,MN,45.0060767,-93.1566107
Savage,MN,44.7791309,-93.336336
Shakopee,MN,44.7980186,-93.5268986
Shoreview,MN,45.0791325,-93.1471668
Saint Cloud,MN,45.5607986,-94.1624895
Saint Cloud,MN,45.5607986,-94.1624895
St Louis Park,MN,-9999,-9999
Saint Paul,MN,44.9444101,-93.0932742
Stillwater,MN,45.0563558,-92.8060408
Vadnais Heights,MN,45.0574659,-93.0738306
Virginia,MN,47.5232596,-92.5365713
Waconia,MN,44.8507957,-93.7869088
West St Paul,MN,-9999,-9999
Willmar,MN,45.1219075,-95.0433424
Winona,MN,44.049963,-91.6393152
Woodbury,MN,46.6791141,-92.9599311
Woodbury,MN,46.6791141,-92.9599311
Arnold,MO,38.4328317,-90.3776187
Ballwin,MO,38.5950533,-90.5462339
Belton,MO,38.8119527,-94.5318982
Blue Springs,MO,39.0169509,-94.2816148
Branson,MO,36.6436731,-93.2185144
Brentwood,MO,38.6175522,-90.3492829
Bridgeton,MO,38.7669954,-90.4115057
Cape Girardeau,MO,37.3058839,-89.5181476
Chesterfield,MO,38.6631083,-90.5770675
Columbia,MO,38.9517053,-92.3340724
Dardenne Prairie,MO,38.7694969,-90.7290157
Fenton,MO,38.5131094,-90.4359532
Florissant,MO,38.789217,-90.322614
Saint Louis,MO,38.6272733,-90.1978889
Independence,MO,39.0911161,-94.4155068
Jefferson City,MO,38.5767017,-92.1735164
Jennings,MO,38.7192175,-90.2603903
Joplin,MO,37.0842271,-94.513281
Kansas City,MO,39.0997266,-94.5785667
Kansas City,MO,39.0997266,-94.5785667
Kansas City,MO,39.0997266,-94.5785667
Kirkwood,MO,38.5833862,-90.406785
Lees Summit,MO,38.9108408,-94.3821724
Kansas City,MO,39.0997266,-94.5785667
O Fallon,MO,-9999,-9999
Osage Beach,MO,38.1503113,-92.6179621
Saint Louis,MO,38.6272733,-90.1978889
Springfield,MO,37.215326,-93.2982436
Saint Charles,MO,38.78394,-90.4812298
St. Joseph,MO,-9999,-9999
Saint Peters,MO,38.8003294,-90.6265121
Kansas City,MO,39.0997266,-94.5785667
Chesterfield,MO,38.6631083,-90.5770675
Kansas City,MO,39.0997266,-94.5785667
Washington,MO,38.5581072,-91.0120878
Wentzville,MO,38.81144,-90.8529107
D'iberville,MS,30.4263092,-88.8908638
Flowood,MS,32.3095903,-90.1389757
Hattiesburg,MS,31.3271189,-89.2903392
Horn Lake,MS,34.9553719,-90.0348139
Jackson,MS,32.2987573,-90.1848103
Olive Branch,MS,34.9617605,-89.8295315
Billings,MT,45.7832856,-108.5006904
Billings,MT,45.7832856,-108.5006904
Bozeman,MT,45.6796526,-111.0385582
Great Falls,MT,47.5002354,-111.3008083
Helena,MT,46.5927122,-112.036109
Kalispell,MT,48.1957925,-114.3129081
Missoula,MT,46.872146,-113.9939982
Apex,NC,35.732652,-78.8502856
Asheville,NC,35.6009452,-82.554015
Arden,NC,35.4662258,-82.51651
Burlington,NC,36.0956918,-79.4377991
Cary,NC,35.79154,-78.7811169
Charlotte,NC,35.2270869,-80.8431268
Charlotte,NC,35.2270869,-80.8431268
Charlotte,NC,35.2270869,-80.8431268
Charlotte,NC,35.2270869,-80.8431268
Matthews,NC,35.1168131,-80.7236804
Charlotte,NC,35.2270869,-80.8431268
Charlotte,NC,35.2270869,-80.8431268
Durham,NC,35.9940329,-78.898619
Durham,NC,35.9940329,-78.898619
Fayetteville,NC,35.0526641,-78.8783585
Garner,NC,35.7112642,-78.6141709
Garner,NC,35.7112642,-78.6141709
Gastonia,NC,35.262082,-81.1873005
Goldsboro,NC,35.3848841,-77.9927651
Greensboro,NC,36.0726355,-79.7919754
Greensboro,NC,36.0726355,-79.7919754
Greensboro,NC,36.0726355,-79.7919754
Greenville,NC,35.2454198,-80.8425711
Hickory,NC,36.1290414,-77.8010897
High Point,NC,35.9556924,-80.0053176
Huntersville,NC,35.410694,-80.8428504
Jacksonville,NC,34.7540524,-77.4302415
Concord,NC,34.8376684,-78.1161014
Kernersville,NC,36.1198589,-80.0736533
Knightdale,NC,35.7876516,-78.4805563
Monroe,NC,34.9854275,-80.5495112
Mooresville,NC,35.5848596,-80.8100724
Morrisville,NC,35.823483,-78.8255621
Charlotte,NC,35.2270869,-80.8431268
New Bern,NC,35.1084931,-77.0441143
Charlotte,NC,35.2270869,-80.8431268
Raleigh,NC,35.772096,-78.6386145
Raleigh,NC,35.772096,-78.6386145
Raleigh,NC,35.772096,-78.6386145
Raleigh,NC,35.772096,-78.6386145
Rocky Mount,NC,35.9382103,-77.790534
Wake Forest,NC,35.9798734,-78.5097228
Wesley Chapel,NC,35.0070935,-80.6745131
Wilmington,NC,34.2257256,-77.9447102
Wilson,NC,35.594004,-82.4265105
Winston Salem,NC,-9999,-9999
Winston Salem,NC,-9999,-9999
Bismarck,ND,46.8083268,-100.7837392
Fargo,ND,46.8771863,-96.7898034
Grand Forks,ND,47.9252568,-97.0328547
Minot,ND,48.2325095,-101.2962732
Bellevue,NE,41.1366656,-95.8908446
Kearney,NE,40.699457,-99.0814767
Lincoln,NE,40.8000011,-96.6669599
Lincoln,NE,40.8000011,-96.6669599
Lincoln,NE,40.8000011,-96.6669599
Norfolk,NE,42.0283379,-97.4169964
Omaha,NE,41.2586096,-95.937792
Omaha,NE,41.2586096,-95.937792
Omaha,NE,41.2586096,-95.937792
Omaha,NE,41.2586096,-95.937792
Omaha,NE,41.2586096,-95.937792
Omaha,NE,41.2586096,-95.937792
Papillion,NE,41.1544433,-96.0422378
Scottsbluff,NE,41.8666341,-103.6671662
Bedford,NH,42.9464737,-71.5159015
Concord,NH,43.2081366,-71.5375718
Greenland,NH,43.0361995,-70.8328322
Hooksett,NH,43.0967495,-71.4650684
Keene,NH,42.933692,-72.2781409
Nashua,NH,42.7653662,-71.467566
Nashua,NH,42.7653662,-71.467566
Salem,NH,42.7884226,-71.2008933
Somersworth,NH,43.2617503,-70.8653372
Brick,NJ,-9999,-9999
Bridgewater,NJ,-9999,-9999
Burlington,NJ,40.071222,-74.8648873
Cherry Hill,NJ,39.9348351,-75.0307264
Clark,NJ,40.6409361,-74.3107037
Clifton,NJ,40.8584328,-74.1637553
Delran,NJ,-9999,-9999
Deptford,NJ,-9999,-9999
East Hanover,NJ,40.8200998,-74.3648731
East Windsor,NJ,-9999,-9999
Edgewater,NJ,40.8270448,-73.975694
Fairfield,NJ,40.2053903,-74.2137551
Sicklerville,NJ,39.7173375,-74.9693329
Phillipsburg,NJ,40.6937099,-75.1901761
Hackensack,NJ,40.8859326,-74.0434736
Howell,NJ,-9999,-9999
Jersey City,NJ,40.7281575,-74.0776417
Linden,NJ,40.6220478,-74.2445902
Manalapan,NJ,40.2573326,-74.3957051
Sewell,NJ,39.7665029,-75.1443435
Marlton,NJ,39.8912248,-74.9218325
Mays Landing,NJ,39.4523385,-74.7276626
Edison,NJ,41.063986,-74.5676593
Middletown,NJ,39.271226,-74.7434965
Milltown,NJ,40.4534375,-75.0246142
Millville,NJ,41.3131498,-74.7798877
Mount Laurel,NJ,39.934002,-74.8909988
North Bergen,NJ,40.8042674,-74.012084
Ocean,NJ,-9999,-9999
Paramus,NJ,40.9445428,-74.0754189
Princeton,NJ,40.3487181,-74.6590472
Riverdale,NJ,40.9939865,-74.3034824
Rockaway,NJ,40.9012101,-74.5143232
Monmouth Junction,NJ,40.3789957,-74.5465436
South Plainfield,NJ,40.5792701,-74.4115401
Manahawkin,NJ,39.695397,-74.2587527
Toms River,NJ,39.9537291,-74.1979192
Turnersville,NJ,39.77317,-75.0512813
Vauxhall,NJ,40.7314901,-74.2829255
Union,NJ,40.6695453,-74.9240573
Voorhees,NJ,40.4812157,-74.4832088
Hackettstown,NJ,40.8539879,-74.8290555
Watchung,NJ,40.6378801,-74.4509863
Albuquerque,NM,35.0844909,-106.6511367
Albuquerque,NM,35.0844909,-106.6511367
Albuquerque,NM,35.0844909,-106.6511367
Albuquerque,NM,35.0844909,-106.6511367
Farmington,NM,36.7280583,-108.2186856
Las Cruces,NM,32.3123157,-106.7783374
Rio Rancho,NM,35.233375,-106.6644716
Roswell,NM,33.3942655,-104.5230242
Santa Fe,NM,35.6869752,-105.937799
Carson City,NV,39.1637984,-119.7674034
Henderson,NV,36.0396988,-114.9819368
Henderson,NV,36.0396988,-114.9819368
Henderson,NV,36.0396988,-114.9819368
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
Las Vegas,NV,36.1749705,-115.137223
North Las Vegas,NV,36.1988592,-115.1175013
Las Vegas,NV,36.1749705,-115.137223
North Las Vegas,NV,36.1988592,-115.1175013
Reno,NV,39.5296329,-119.8138027
